,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,ANOS,MESES
749,1,Brasil,1694,%,0,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201608,jun-jul-ago 2016,2016-8-01,8
102,1,Brasil,2,%,14.8,1,Brasil,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202008,jun-jul-ago 2020,2020-8-01,8
785,1,Brasil,1694,%,0,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201908,jun-jul-ago 2019,2019-8-01,8
483,1,Brasil,1694,%,0,1,Brasil,8814,"Situação da Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201708,jun-jul-ago 2017,2017-8-01,8
416,1,Brasil,1722,%,-0.5,1,Brasil,8811,"Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202308,jun-jul-ago 2023,2023-8-01,8
114,1,Brasil,2,%,13.1,1,Brasil,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202108,jun-jul-ago 2021,2021-8-01,8
392,1,Brasil,1722,%,-1.6,1,Brasil,8811,"Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202108,jun-jul-ago 2021,2021-8-01,8
797,1,Brasil,1694,%,0,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202008,jun-jul-ago 2020,2020-8-01,8
145,1,Brasil,2,%,1.1,1,Brasil,4103,"Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201208,jun-jul-ago 2012,2012-8-01,8
670,1,Brasil,1722,%,-1.6,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202108,jun-jul-ago 2021,2021-8-01,8
241,1,Brasil,2,%,1.3,1,Brasil,4103,"Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202008,jun-jul-ago 2020,2020-8-01,8
78,1,Brasil,2,%,12.3,1,Brasil,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201808,jun-jul-ago 2018,2018-8-01,8
634,1,Brasil,1722,%,-0.4,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201808,jun-jul-ago 2018,2018-8-01,8
126,1,Brasil,2,%,8.9,1,Brasil,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202208,jun-jul-ago 2022,2022-8-01,8
435,1,Brasil,1694,%,0,1,Brasil,8814,"Situação da Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201308,jun-jul-ago 2013,2013-8-01,8
229,1,Brasil,2,%,0.9,1,Brasil,4103,"Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201908,jun-jul-ago 2019,2019-8-01,8
380,1,Brasil,1722,%,1.7,1,Brasil,8811,"Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202008,jun-jul-ago 2020,2020-8-01,8
519,1,Brasil,1694,%,0,1,Brasil,8814,"Situação da Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202008,jun-jul-ago 2020,2020-8-01,8
66,1,Brasil,2,%,12.7,1,Brasil,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201708,jun-jul-ago 2017,2017-8-01,8
610,1,Brasil,1722,%,3.0,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201608,jun-jul-ago 2016,2016-8-01,8
810,1,Brasil,1694,%,0,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202109,jul-ago-set 2021,2021-9-01,9
786,1,Brasil,1694,%,0,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201909,jul-ago-set 2019,2019-9-01,9
671,1,Brasil,1722,%,-2.2,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202109,jul-ago-set 2021,2021-9-01,9
750,1,Brasil,1694,%,0,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201609,jul-ago-set 2016,2016-9-01,9
587,1,Brasil,1722,%,-0.2,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201409,jul-ago-set 2014,2014-9-01,9
695,1,Brasil,1722,%,-1.0,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202309,jul-ago-set 2023,2023-9-01,9
683,1,Brasil,1722,%,-3.9,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202209,jul-ago-set 2022,2022-9-01,9
647,1,Brasil,1722,%,-0.1,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201909,jul-ago-set 2019,2019-9-01,9
798,1,Brasil,1694,%,0,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202009,jul-ago-set 2020,2020-9-01,9
659,1,Brasil,1722,%,3.0,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202009,jul-ago-set 2020,2020-9-01,9
822,1,Brasil,1694,%,0,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202209,jul-ago-set 2022,2022-9-01,9
611,1,Brasil,1722,%,2.9,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201609,jul-ago-set 2016,2016-9-01,9
762,1,Brasil,1694,%,0,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201709,jul-ago-set 2017,2017-9-01,9
599,1,Brasil,1722,%,2.2,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201509,jul-ago-set 2015,2015-9-01,9
635,1,Brasil,1722,%,-0.5,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201809,jul-ago-set 2018,2018-9-01,9
774,1,Brasil,1694,%,0,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201809,jul-ago-set 2018,2018-9-01,9
738,1,Brasil,1694,%,0,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201509,jul-ago-set 2015,2015-9-01,9
714,1,Brasil,1694,%,0,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201309,jul-ago-set 2013,2013-9-01,9
623,1,Brasil,1722,%,0.6,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201709,jul-ago-set 2017,2017-9-01,9
726,1,Brasil,1694,%,0,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201409,jul-ago-set 2014,2014-9-01,9
417,1,Brasil,1722,%,-0.4,1,Brasil,8811,"Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202309,jul-ago-set 2023,2023-9-01,9
834,1,Brasil,1694,%,0,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202309,jul-ago-set 2023,2023-9-01,9
55,1,Brasil,2,%,11.9,1,Brasil,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201609,jul-ago-set 2016,2016-9-01,9
309,1,Brasil,1722,%,-0.1,1,Brasil,8811,"Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201409,jul-ago-set 2014,2014-9-01,9
496,1,Brasil,1694,%,0,1,Brasil,8814,"Situação da Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201809,jul-ago-set 2018,2018-9-01,9
321,1,Brasil,1722,%,0.6,1,Brasil,8811,"Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201509,jul-ago-set 2015,2015-9-01,9
393,1,Brasil,1722,%,-1.6,1,Brasil,8811,"Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202109,jul-ago-set 2021,2021-9-01,9
333,1,Brasil,1722,%,0.5,1,Brasil,8811,"Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201609,jul-ago-set 2016,2016-9-01,9
484,1,Brasil,1694,%,0,1,Brasil,8814,"Situação da Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201709,jul-ago-set 2017,2017-9-01,9
79,1,Brasil,2,%,12.0,1,Brasil,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201809,jul-ago-set 2018,2018-9-01,9
182,1,Brasil,2,%,1.0,1,Brasil,4103,"Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201509,jul-ago-set 2015,2015-9-01,9
472,1,Brasil,1694,%,0,1,Brasil,8814,"Situação da Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201609,jul-ago-set 2016,2016-9-01,9
345,1,Brasil,1722,%,-0.6,1,Brasil,8811,"Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201709,jul-ago-set 2017,2017-9-01,9
170,1,Brasil,2,%,1.2,1,Brasil,4103,"Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201409,jul-ago-set 2014,2014-9-01,9
91,1,Brasil,2,%,11.9,1,Brasil,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201909,jul-ago-set 2019,2019-9-01,9
508,1,Brasil,1694,%,0,1,Brasil,8814,"Situação da Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201909,jul-ago-set 2019,2019-9-01,9
460,1,Brasil,1694,%,0,1,Brasil,8814,"Situação da Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201509,jul-ago-set 2015,2015-9-01,9
448,1,Brasil,1694,%,0,1,Brasil,8814,"Situação da Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201409,jul-ago-set 2014,2014-9-01,9
103,1,Brasil,2,%,14.9,1,Brasil,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202009,jul-ago-set 2020,2020-9-01,9
369,1,Brasil,1722,%,-0.2,1,Brasil,8811,"Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201909,jul-ago-set 2019,2019-9-01,9
158,1,Brasil,2,%,1.1,1,Brasil,4103,"Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201309,jul-ago-set 2013,2013-9-01,9
436,1,Brasil,1694,%,0,1,Brasil,8814,"Situação da Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201309,jul-ago-set 2013,2013-9-01,9
146,1,Brasil,2,%,1.1,1,Brasil,4103,"Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201209,jul-ago-set 2012,2012-9-01,9
115,1,Brasil,2,%,12.6,1,Brasil,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202109,jul-ago-set 2021,2021-9-01,9
424,1,Brasil,1694,%,0,1,Brasil,8814,"Situação da Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201209,jul-ago-set 2012,2012-9-01,9
381,1,Brasil,1722,%,1.3,1,Brasil,8811,"Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202009,jul-ago-set 2020,2020-9-01,9
242,1,Brasil,2,%,1.1,1,Brasil,4103,"Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202009,jul-ago-set 2020,2020-9-01,9
139,1,Brasil,2,%,7.7,1,Brasil,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202309,jul-ago-set 2023,2023-9-01,9
127,1,Brasil,2,%,8.7,1,Brasil,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202209,jul-ago-set 2022,2022-9-01,9
405,1,Brasil,1722,%,-0.6,1,Brasil,8811,"Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202209,jul-ago-set 2022,2022-9-01,9
357,1,Brasil,1722,%,-0.6,1,Brasil,8811,"Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201809,jul-ago-set 2018,2018-9-01,9
194,1,Brasil,2,%,1.0,1,Brasil,4103,"Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201609,jul-ago-set 2016,2016-9-01,9
67,1,Brasil,2,%,12.5,1,Brasil,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201709,jul-ago-set 2017,2017-9-01,9
43,1,Brasil,2,%,9.0,1,Brasil,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201509,jul-ago-set 2015,2015-9-01,9
19,1,Brasil,2,%,7.0,1,Brasil,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201309,jul-ago-set 2013,2013-9-01,9
230,1,Brasil,2,%,1.0,1,Brasil,4103,"Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201909,jul-ago-set 2019,2019-9-01,9
31,1,Brasil,2,%,6.9,1,Brasil,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201409,jul-ago-set 2014,2014-9-01,9
278,1,Brasil,2,%,1.2,1,Brasil,4103,"Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202309,jul-ago-set 2023,2023-9-01,9
285,1,Brasil,1722,%,-0.5,1,Brasil,8811,"Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201209,jul-ago-set 2012,2012-9-01,9
266,1,Brasil,2,%,1.1,1,Brasil,4103,"Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202209,jul-ago-set 2022,2022-9-01,9
532,1,Brasil,1694,%,0,1,Brasil,8814,"Situação da Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202109,jul-ago-set 2021,2021-9-01,9
575,1,Brasil,1722,%,-0.1,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201309,jul-ago-set 2013,2013-9-01,9
544,1,Brasil,1694,%,0,1,Brasil,8814,"Situação da Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202209,jul-ago-set 2022,2022-9-01,9
218,1,Brasil,2,%,0.9,1,Brasil,4103,"Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201809,jul-ago-set 2018,2018-9-01,9
297,1,Brasil,1722,%,-0.5,1,Brasil,8811,"Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201309,jul-ago-set 2013,2013-9-01,9
7,1,Brasil,2,%,7.1,1,Brasil,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201209,jul-ago-set 2012,2012-9-01,9
556,1,Brasil,1694,%,0,1,Brasil,8814,"Situação da Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202309,jul-ago-set 2023,2023-9-01,9
206,1,Brasil,2,%,0.9,1,Brasil,4103,"Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201709,jul-ago-set 2017,2017-9-01,9
520,1,Brasil,1694,%,0,1,Brasil,8814,"Situação da Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202009,jul-ago-set 2020,2020-9-01,9
254,1,Brasil,2,%,1.1,1,Brasil,4103,"Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202109,jul-ago-set 2021,2021-9-01,9
147,1,Brasil,2,%,1.2,1,Brasil,4103,"Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201210,ago-set-out 2012,2012-10-01,10
370,1,Brasil,1722,%,-0.2,1,Brasil,8811,"Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201910,ago-set-out 2019,2019-10-01,10
195,1,Brasil,2,%,1.0,1,Brasil,4103,"Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201610,ago-set-out 2016,2016-10-01,10
255,1,Brasil,2,%,1.1,1,Brasil,4103,"Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202110,ago-set-out 2021,2021-10-01,10
382,1,Brasil,1722,%,0.5,1,Brasil,8811,"Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202010,ago-set-out 2020,2020-10-01,10
231,1,Brasil,2,%,1.0,1,Brasil,4103,"Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201910,ago-set-out 2019,2019-10-01,10
775,1,Brasil,1694,%,0,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201810,ago-set-out 2018,2018-10-01,10
727,1,Brasil,1694,%,0,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201410,ago-set-out 2014,2014-10-01,10
672,1,Brasil,1722,%,-2.5,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202110,ago-set-out 2021,2021-10-01,10
159,1,Brasil,2,%,1.1,1,Brasil,4103,"Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201310,ago-set-out 2013,2013-10-01,10
684,1,Brasil,1722,%,-3.8,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202210,ago-set-out 2022,2022-10-01,10
219,1,Brasil,2,%,0.9,1,Brasil,4103,"Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201810,ago-set-out 2018,2018-10-01,10
310,1,Brasil,1722,%,-0.3,1,Brasil,8811,"Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201410,ago-set-out 2014,2014-10-01,10
298,1,Brasil,1722,%,-0.6,1,Brasil,8811,"Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201310,ago-set-out 2013,2013-10-01,10
751,1,Brasil,1694,%,0,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201610,ago-set-out 2016,2016-10-01,10
207,1,Brasil,2,%,0.9,1,Brasil,4103,"Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201710,ago-set-out 2017,2017-10-01,10
322,1,Brasil,1722,%,0.4,1,Brasil,8811,"Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201510,ago-set-out 2015,2015-10-01,10
183,1,Brasil,2,%,1.0,1,Brasil,4103,"Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201510,ago-set-out 2015,2015-10-01,10
286,1,Brasil,1722,%,-0.6,1,Brasil,8811,"Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201210,ago-set-out 2012,2012-10-01,10
334,1,Brasil,1722,%,0.2,1,Brasil,8811,"Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201610,ago-set-out 2016,2016-10-01,10
346,1,Brasil,1722,%,-0.6,1,Brasil,8811,"Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201710,ago-set-out 2017,2017-10-01,10
171,1,Brasil,2,%,1.1,1,Brasil,4103,"Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201410,ago-set-out 2014,2014-10-01,10
763,1,Brasil,1694,%,0,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201710,ago-set-out 2017,2017-10-01,10
715,1,Brasil,1694,%,0,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201310,ago-set-out 2013,2013-10-01,10
739,1,Brasil,1694,%,0,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201510,ago-set-out 2015,2015-10-01,10
358,1,Brasil,1722,%,-0.6,1,Brasil,8811,"Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201810,ago-set-out 2018,2018-10-01,10
267,1,Brasil,2,%,1.2,1,Brasil,4103,"Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202210,ago-set-out 2022,2022-10-01,10
394,1,Brasil,1722,%,-1.6,1,Brasil,8811,"Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202110,ago-set-out 2021,2021-10-01,10
243,1,Brasil,2,%,1.2,1,Brasil,4103,"Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202010,ago-set-out 2020,2020-10-01,10
636,1,Brasil,1722,%,-0.4,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201810,ago-set-out 2018,2018-10-01,10
80,1,Brasil,2,%,11.9,1,Brasil,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201810,ago-set-out 2018,2018-10-01,10
521,1,Brasil,1694,%,0,1,Brasil,8814,"Situação da Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202010,ago-set-out 2020,2020-10-01,10
799,1,Brasil,1694,%,0,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202010,ago-set-out 2020,2020-10-01,10
20,1,Brasil,2,%,6.8,1,Brasil,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201310,ago-set-out 2013,2013-10-01,10
473,1,Brasil,1694,%,0,1,Brasil,8814,"Situação da Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201610,ago-set-out 2016,2016-10-01,10
32,1,Brasil,2,%,6.7,1,Brasil,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201410,ago-set-out 2014,2014-10-01,10
533,1,Brasil,1694,%,0,1,Brasil,8814,"Situação da Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202110,ago-set-out 2021,2021-10-01,10
485,1,Brasil,1694,%,0,1,Brasil,8814,"Situação da Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201710,ago-set-out 2017,2017-10-01,10
545,1,Brasil,1694,%,0,1,Brasil,8814,"Situação da Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202210,ago-set-out 2022,2022-10-01,10
68,1,Brasil,2,%,12.3,1,Brasil,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201710,ago-set-out 2017,2017-10-01,10
811,1,Brasil,1694,%,0,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202110,ago-set-out 2021,2021-10-01,10
823,1,Brasil,1694,%,0,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202210,ago-set-out 2022,2022-10-01,10
